タイトル,あらすじ,ジャンル
シンデレラゲーム,極限のサバイバルバトルの末に明かされる愛するものの死の真相とは！？一度は夢破れた美少女アイドルたちが繰り広げるサバイバル・カードバトル。再起をかけたソリッド・シチュエーション・デスゲーム開幕！！(C)2016「シンデレラゲーム」製作委員会,ホラー
リアル鬼ごっこ5,ダメな新入社員の大地（井上正大）は密かに先輩女子社員の希（仲間リサ）に恋心を抱いていた。ダメ社員どうしの浩太（浅利陽介）と残務処理をしていると突然社内にアナウンスが響く。「これよりリアル鬼ごっこを開始します。ターゲットは血液型がB型のみなさんです」。戦場と化すオフィス。希の危機を救う大地だが、希の彼氏・朔也（河合龍之介）に罠にはめられ、浩太らと共に社外に放り出されてしまう。朔也の本性を見抜いた希は自分を助けてくれた大地を気遣う。一方、社外で逃げ延びた大地は希を救うため、オフィスに戻る決心をする。(C)2012 ジェネオン・ユニバーサル・エンターテイメント,"アクション,ホラー"
怪獣大戦争,"「ゴジラ」シリーズ第6作。新たに発見された木星の衛星・X星に向うＰ１号の乗組員、富士とグレン。超怪獣キングギドラの脅威にさらされているX星人は、地球からゴジラとラドンを借りたいと２人に申し入れる。その後、地球から円盤でＸ星へ運ばれてきたゴジラとラドンは、キングギドラと死闘を繰り広げる。遂にキングギドラは敗退するが、実は全て地球征服を企むＸ星人の罠で、3怪獣はX星人の意のままに地球を暴れまわる。果たして地球の運命はいかに･･･。 TM ＆ (C)1965 TOHO CO., LTD.",アクション
レッド・ティアーズ,都内各地で、頭部を切断された遺体が連続して発見され、失踪者も続出。事件を追う刑事、野島鉄雄は、失踪者と一緒に証拠写真に写っていた美しい女性、紗代子に心を奪われる。その後、鉄雄は偶然にも暴漢に襲われている紗代子を助け、二人は付き合うようになるが、紗代子は誰にも言えない悲しい運命を背負っていた。一方、鉄雄の先輩刑事、三島は極秘任務を遂行していた。それは、警視庁に組織された超法規的特殊部隊を率い、都会の闇に潜む吸血一族を抹殺することだった。やがて、三島とその部隊が紗代子とその母の前に現れる。鉄雄は命をかけて愛する者を守ろうとするが…。（C）2011 KURATA PROMOTION,ドラマ
縁 The Bride of Izumo,東京都内の出版社に勤務する飯塚真紀(29)は大手建設会社勤務のエリート・中村和典(30)との結婚式を控えていた。そんな頃、同居する祖母のあきゑが亡くなる。あきゑの遺品を整理した真紀は、桐の箱に納められた白無垢と婚姻届の束を見つける。婚姻届の夫の欄には「秋国宗一」と書かれ、他は空欄となっていた。祖母の納骨のため、真紀は生まれ故郷の出雲へ向かう。そして祖母の死を伝えるため、婚姻届の住所を訪ねた。けれど「秋国宗一」は既に転居したあとだった。しじみ漁師・大森充(35)の協力のもと、「秋国宗一」探しを続けるのだった。充はかつて、神楽の担い手として活動していたが、周囲の出雲に対する想いとの相違に、憤りを隠せない。真紀は出雲で充と過ごす時間の中で、自分のなかの何かが変わっていくのを感じていた。(C)2016 OSMANDエンターテインメント. ALL RIGHTS RESERVED.,ドラマ
リアル鬼ごっこ4,女子校内で一匹狼のツカサ（相楽 樹）は、マユリ（前田希美）率いる不良グループに絡まれていた後輩のユイ（未来穂香）を助ける。授業が開始された途端、アナウンスが響く。「これよりリアル鬼ごっこを開始します。ターゲットは血液型がB型のみなさんです」。校内に鬼たちがなだれ込み、あっという間に捕まっていく女生徒たち。なんとか校外に脱出したツカサとユイの前に、他校から逃げてきたマサハル（荒井敦史）が現われる。男嫌いのツカサと自己中心的なマサハルは、いがみあいながらも協力せざるを得なくなっていく。(C)2012 ジェネオン・ユニバーサル・エンターテイメント,"アクション,ホラー"
ロボコン,“ロボコン”―それは、理数系の甲子園とも称される、クールで熱い闘い。学生たちが工具片手に作業服でロボットを作る姿は見た目には地味だが、日本の未来を担う若き学生たちが、精魂込めて作り上げたロボットたちをフィールド狭しと縦横無尽に操作してバトルやレースを展開、その勝敗に一喜一憂する。スポーツ系ドラマのような爽やかで清々しい青春エンタテイメント。 (C)2003 「ロボコン」製作委員会,ドラマ
ｆｒｏｍ　Ｅｐｉｓｏｄｅ　ｏｆ　スティンガー　宇宙戦隊キュウレンジャー　ハイスクールウォーズ,新たな解放作戦が計画された。潜入先は“ジョウギ座系の惑星スリービー”。惑星スリービーにはジャークマタ－最大の学園都市が建設され、宇宙中の秀才が強制的にジャークマタ－の洗脳教育を受けていた。「罪もない人々を巻き込むとは…許せない。」学生服に身を包んだラッキーたちは勢いよくオリオン号から飛び出す。しかし、学園に入るとハミィ以外は虚ろな表情に…？！そんな中、教室に現れたのは学園の風紀を守るセイトカイチョウインダベー。「私の得意科目はズバリ美術！お絵描き３本勝負だ！！」次々と迫りくる授業科目？！ラッキーたちは罪のない人々を解放できるのか？！(C)東映　(C)2017 東映AG・東映ビデオ・東映　(C)2017 テレビ朝日・東映AG・東映,アクション
力俥‐ＲＩＫＩＳＨＡ‐すみだ旅立ち編,東京スカイツリーを望める神社の境内でひと休みしていた凜太郎は、注がれる熱い視線に気づく。曰くありげなそのご婦人（川上麻衣子）に懇願され訪ねた北斎美術館で引き合わされたのは、案内ロボット開発スタッフとして働く彼女の息子・圭太（小野賢章）だった。（C）「力俥」製作委員会,ドラマ
サクラダリセット 後篇,特殊な能力を持つ人々が約半数を占める＜咲良田＞。街を出ると能力は使えなくなるが、その力は＜管理局＞によって慎重に、監視・制御されていた。今まで平穏だった咲良田市のいたるところで“能力の暴発事件”が発生。咲良田の能力者たちを制御・監視する公的機関・管理局の対策室室長 浦地正宗（及川光博）の”一掃計画”によって、街から能力がすべて消滅してしまう。咲良田に能力があった記憶を持つ者は、世界中で浅井ケイただ一人となってしまった。みずからの過去に区切りをつけるため、ケイは初めて咲良田を出る。2年前に相麻がなぜ世界から消えなければならなかったのか？咲良田がどのようにして能力者の街になったのか？すべての謎を解き明かすケイを待っていたのは、能力の再生を賭けた浦地との対決だった。(C)2017映画「サクラダリセット」製作委員会,"ドラマ,SF,ロマンス"
新・仁義の墓場,殺人未遂で刑務所に入ったやくざ・石松睦夫。出所後の世の中はバブルが崩壊し、世知辛いものとなっていた。親分や幹部と反目し、ヘロインにおぼれる石松は頼みの兄弟分すら殺してしまい、かつての舎弟に銃で撃たれ……。（C)2002 大映・東映ビデオ［俳優・監督セレクション］,三池崇史
血を吸う粘土,とある地方の美術専門学校。東京から転入してきた日高香織は、建物の倉庫にビニール袋に入れて置いてあった乾燥した水粘土の粉に水をかけ、粘土に戻してしまう。しかし、その粘土は無残な死を迎えた彫刻家の激しい怨念がこもった悪魔の粘土だった。その粘土”カカメ”は専門学校の生徒達を一人また一人と取り込んで怪物と化していく・・・(c)2017「血を吸う粘土」製作委員会　キングレコード、ソイチウム,ホラー
血を吸う粘土,とある地方の美術専門学校。東京から転入してきた日高香織は、建物の倉庫にビニール袋に入れて置いてあった乾燥した水粘土の粉に水をかけ、粘土に戻してしまう。しかし、その粘土は無残な死を迎えた彫刻家の激しい怨念がこもった悪魔の粘土だった。その粘土”カカメ”は専門学校の生徒達を一人また一人と取り込んで怪物と化していく・・・(c)2017「血を吸う粘土」製作委員会　キングレコード、ソイチウム,ホラー
劇場版　仮面ライダー響鬼（ヒビキ）と７人の戦鬼,舞台は仮面ライダー達がまだ人間と協力関係になかった戦国時代。鬼と呼ばれていた仮面ライダーが人間達と初めて接点を持ち、生贄を捧げ続けていた大勢の人間達を救うために、大勢の敵と激烈なバトルを繰り広げていく！歴代シリーズ初となる戦国時代を馬で駆け抜ける仮面ライダーや、映画だけの日本全国各地の仮面ライダーが登場することでも話題になった、平成仮面ライダーシリーズ第６作目の劇場版。馬に乗り刀を閃かせ疾走する鬼と呼ばれる仮面ライダーが、もののけ魔化魍に支配された国の人々を救うため戦い続ける大アクション活劇である。 原作：石ノ森章太郎（Ｃ）２００５劇場版「響鬼・マジレンジャー」製作委員会　（Ｃ）石森プロ・東映,"アクション,キッズ"
仮面ライダーＳＤ,１号、ＺＸ（ゼクロス）、そしてＲＸから成るバトルライダーズに苦戦するグランショッカーは、新たな作戦を発動した。次々と優秀なスポーツ選手たちが誘拐され、ＲＸが思いを寄せるミチルも人質に。罠と承知で、ミチルを助けに行くＲＸたち。そのころ、立花藤兵衛はＶ３、Ｘ、スーパー１から成るメカニックライダーズと連絡をとっていた。果たしてＶ３たちは間に合うのか？そしてミチルの運命は！？（Ｃ）東映・東映ビデオ・石森プロ,アクション
クソ野郎と美しき世界,ぶっとんでるけど愛がある！アクション＆ファンタジー＆ラブ＆ミュージカルのオールジャンルムービー！恋に落ちたピアニスト、歌を喰われたアーティスト、息子を亡くした父親、そんな彼らが迷い込んだ、美しき世界とは---。極悪でバカで泣けて踊れる、クソ野郎だらけの４つのストーリー！メガフォンを取るのは4人の気鋭監督だ。ベルリン国際映画祭で国際批評家連盟賞を受賞の映画監督の園子温、岸田國士戯曲賞受賞の演出家で劇作家の山内ケンジ、お笑いタレント・文筆家として活躍する爆笑問題の太田光、世界三大広告賞すべてのインターネット部門でグランプリを受賞の映像ディレクター・児玉裕一。ボーダレスに活躍する創作の天才たちと、「新しい地図」という新たな場所で挑戦し続ける稲垣吾郎、草彅剛、香取慎吾らとの夢のコラボが実現した！ ©2018 ATARASHIICHIZU MOVIE,"ドラマ,アクション,ロマンス,ファンタジー,ミュージックビデオ・コンサート"
ダーリンは外国人,漫画家を夢見るイラストレーターのさおりは、“漢字”の美しさに一目ぼれして来日したアメリカ人のトニーと出会い、つきあい始める。日本語ペラペラのトニーとは問題なくコミュニケーションがとれると思いきや、彼の外国人ならではの言動に驚きと戸惑いが絶えないさゆり。そして、そんな2人に、両親への紹介という最大の難関が待ち受ける。(C)2010「ダーリンは外国人」フィルムパートナーズ,"ドラマ,ロマンス,コメディー"
ゴジラ・エビラ・モスラ 南海の大決闘,"陸・海・空の大怪獣が大決闘を繰り広げる「ゴジラ」シリーズ第7作。陸の怪獣ゴジラと空の怪獣モスラが海の凶悪怪獣エビラと対決する。南太平洋で遭難した４人の男が、漂着した島で謎の秘密基地を見つける。基地から逃げ出してきたダヨから""赤イ竹""と呼ばれる組織の悪事を知り、捕らえられた島民を救出するため、島に眠るゴジラを蘇らせる。ゴジラは基地を破壊し、海の王者エビラと対決する。 TM ＆ (C)1966 TOHO CO., LTD.",アクション
恋の門,蒼木門は石で漫画を描く自称｢漫画芸術家｣。当然食えない。門はバイト先のＯＬ証恋乃とふとしたきっかけから、一夜を過ごして目覚めると、全身ヘンな格好をさせられていた。恋乃は帰宅後に変身するコスプレイヤーだったのだ。最悪の出会いだったが、二人は下心から惹かれあっていく。しかし漫画バーを経営する元売れっ子漫画家の中年・毬藻田が二人の恋路に立ちふさがり、3人の恋と未来を賭けたマンガバトルが始まった！,"コメディー,ドラマ,ロマンス"
タッチ,幼馴染み故の、ピュアで切ない恋。双子の兄弟、上杉達也と和也、そして恋物語のヒロイン、浅倉南。三人が織り成す甘酸っぱい恋模様を繊細に描き、世代を超えて国民的反響を呼んだあだち充原作の不朽の青春ラブストーリー「タッチ」を、「ジョゼと虎と魚たち」の犬童一心監督が実写映画化。水彩画のように涼しげな映像の中でキラキラと輝く、純愛を超えたピュア・ラブストーリー。 （C）2005 「タッチ」製作委員会,"ロマンス,ドラマ"
病院へ行こう,とある大学病院を舞台に、医師と患者、そしてそれに携わる人々の人間ドラマを描いたコメディー。監督は「おくりびと」の滝田洋二郎。妻の不倫相手と大喧嘩の末、階段から転落した新谷。運び込まれた病院には危なっかしい研修医、さらに入院する部屋には妻の不倫相手がいて・・・。(C)1990　フジテレビ,"ドラマ,コメディー"
チキンレース,医師の家系に育ち、自身も志すが医大に落ち続けた神谷猛(岡田将生)は、挫折感を抱きながら看護師として働き始め、19歳で事故に遭ってから45年間眠り続けている飛田譲(寺尾聰)を担当することになる。飛田に自分の悩みや愚痴を語り掛けながら看護を重ねる神谷だったが、ある日、飛田が奇跡的に意識を取り戻す。心は19歳で体は64歳の飛田と神谷の間にはいつしか奇妙な友情が芽生え、2人は飛田の失われた青春を取り戻す旅に出る。(C)2013WOWOW INC./大映テレビ,ドラマ
古都,京都室町に先祖代々続く佐田呉服店。店を継いだ日から20年、佐田千重子は、室町に生まれた宿命を娘の舞に背負わせていいものか葛藤していた。大学生の舞は、就職すべきか、店を継ぐべきなのか迷っていた。一方、北山杉の里で林業を営む千重子の生き別れた双子の妹・中田苗子は、深刻な経営悪化に陥っていた。苗子の娘の結衣は絵画を勉強するためパリに留学していたが、何を描きたいのかを見失い悩める日々を送っていた。それを感じとった苗子は結衣に会う為にパリ行きを決意する。舞も書道の先生がパリで開く個展へ同行する為にパリに向かう。母から娘へ受け継がれる伝統。京都の伝統に生きる家族の人生が今、交差しようとしていた―。 Rating G (c)川端康成記念會/古都プロジェクト,ドラマ
6時間後に君は死ぬ,「6時間後に君は死ぬ」。渋谷の街を歩いていた美緒(真木よう子)は、予言者を自称する青年･圭史(塚本高史)にいきなり声をかけられた。初めは、くだらない話、と一蹴した美緒だが、先日、知り合いが殺されるという事件があって以来、自身もストーカー被害にあっていることに思い至り、半信半疑ながら圭史と行動を共にすることに決めた。やがて、美緒の知り合いの刑事・沢木(沢村一樹)の協力によってストーカーの正体が判明し、コトは一件落着かに思えたが、実は、さらに意外な人物が美緒を狙っていた…。(C)2008 WOWOW INC.,ドラマ
１４の夜,AV女優がサイン会にやってくる…！？刺激的な噂話に揺れる中学生・タカシとその仲間たち。忘れられない夜を越えて見つけたものとはーーー！？1987年の田舎町。中学生のタカシは、ずっと家でうじうじしている父親（光石研）がカッコ悪くて嫌いだ。今日も婚約者を連れて帰って来た姉に対して情けない態度で見ていられない。町を歩いてるとすぐ絡んでくるヤンキーたちも鬱陶しいし、隣に住む幼なじみで巨乳のメグミがちょっと気になっている。そんなどうにもならない悶々とした日々を送っているタカシが柔道部の仲間たちと入り浸っている、町に一軒だけあるレンタルビデオ屋があった。そしてそこにAV女優のよくしまる今日子がサイン会にやって来るという噂が聞こえてきて…。予期せぬ事態、大騒動の果てにタカシはよくしまる今日子に会う事ができるのかーーー？(C)2016「14の夜」製作委員会,ドラマ
南極物語,昭和33年、南極に昭和基地が設けられた。厳冬の南極を乗りきるのに15匹の犬が選抜された。吹き荒れるブリザードの中の探険は犬に頼るのが全てであった。隊員の潮田と越智は第2次越冬隊中止のため、犬を南極に置き去りにせざるを得なかった。取り残された15匹の犬たち。1年後に基地に降りたった隊員たちが見たものは・・・・。(C)フジテレビ/学研/蔵原プロ,ドラマ
ドラゴンヘッド,修学旅行帰りの高校生青木テル(妻夫木聡)を乗せた新幹線は原因不明の事故に遭遇し、静岡のトンネル内に閉じ込められる。車体は無残に壊れ乗客のクラスメートが全員即死した中、テルの他に、同級生の瀬戸アコ(SAYAKA)と高橋ノブオ(山田孝之)だけが奇跡的に生き残る。3人は救助を待つものの、ノブオは暗闇の恐怖に飲み込まれ、狂気に走っていく。一方、テルとアコは襲いかかる闇の恐怖から逃れ、トンネルから脱出する。しかし、地上で2人を待っていたのは白い灰が降る荒廃しきった大地だった。一体何が起こったのか?天変地異なのか?核爆弾なのか?タイムスリップなのか?絶望と希望が交差しながら、2人は東京を目指す。(C)望月峯太郎／講談社（C)映画「ドラゴンヘッド」製作委員会,"ドラマ,SF,アクション"
ガクドリ,赤城山大学に通うマサキは、赤大自動車部のOGで、バリバリのドリフター菜々子に近づくため、自動車部への入部を決める。しかしドリフトどころか自動車のこともわからないマサキは、次第に自分でも知らなかったドリフトの才能に目覚めていく。金持ち学生・速水は、車に金をかけ放題だがドリフトの腕はいまいち。しかしある事故をきっかけに、車に興味を抱き始めた頃の、キラキラした感情を取り戻す。女子大生・莉香は、筋金入りのドリギャル。ドリギャル仲間とともにキャバクラでアルバイト。すべては女にしかできないドリフトをするため！そんな彼らが目指すのが「学ドリ」――すべては全日本学生ドリフト王座決定戦へとつながってゆく！（Ｃ）２０１１「ガクドリ」製作委員会,"アクション,ドラマ"
海辺の生と死,昭和１９年１２月、奄美 カゲロウ島（加計呂麻島がモデル）。国民学校教員として働く大平トエ（島尾ミホがモデル）は、新しく駐屯してきた海軍特攻艇の隊長 朔中尉と出会う。朔が兵隊の教育用に本を借りたいと言ってきたことから知り合い、互いに好意を抱き合う。島の子供たちに慕われ、軍歌よりも島唄を歌いたがる軍人らしくない朔にトエは惹かれていく。やがて、トエは朔と逢瀬を重ねるようになる。（C）2017 島尾ミホ／島尾敏雄／株式会社ユマニテ,"ドラマ,ロマンス,軍隊・戦争"
道～白磁の人～,1914年、日本が韓国を併合してから4年後の朝鮮半島。日本人「浅川巧」と朝鮮人「イ・チョンリム」は林業技師として荒廃した山々を緑に戻すために、ともに歩き、ともに語り合い、特別な友情を育んで行く。しかしある事件がきっかけで、チョンリムが抗日運動の容疑で投獄されてしまう。時代が生んだ哀しい運命に抗おうとする浅川巧。果たして二人の行方は…。(C) 2012「道〜白磁の人〜」フィルムパートナーズ,ドラマ
劇場版　仮面ライダーアマゾンズ　Ｓｅａｓｏｎ２　輪廻,あれから5年…。トラロック事件によりアマゾン大量流出事件は終息したかに見えたが、事態は思わぬ展開を迎えていた。アマゾン狩りをしていた千翼は、アマゾンと戦う謎の少女・イユと運命的な出会いを果たす。しかし、千翼はまだ知らない、彼女はアマゾン化した父親に殺され、アマゾンとして蘇った生体兵器であることを―。（C)「仮面ライダーアマゾンズ」製作委員会　（C)石森プロ・東映　（C)2018劇場版「仮面ライダーアマゾンズ」製作委員会,アクション
島々清しゃ,美しい海に囲まれた沖縄の慶良間諸島。小学生のうみは、耳が良すぎるために周囲の音に過敏で、他人ともうまくコミュニケーションがとれずにすっかり心を閉ざしてしまっていた。ある日、ヴァイオリニストの祐子がコンサートのために東京から島にやってくる。それまで少しの音のズレでも不快に感じてしまい、吹奏楽部の生徒とたびたび衝突していたうみ。祐子との交流が、そんな彼女の心に少しずつ変化をもたらしていく。（C）2016「島々清しゃ」製作委員会,ドラマ
わたし出すわ,山吹摩耶が突然、故郷の函館に帰ってきた。東京でどう稼いだのか莫大な財を築いている。高校卒業以来何も変わっていない街で、久々に高校の同級生たちと再会する摩耶。そして彼らの「夢」や「希望」の実現のために、次々に「わたし、出すわ。」と自分のお金を差し出していく。友人たちは戸惑いながらも、ついそのお金を受け取ってしまうのだった。果たして摩耶の資金の出所は？　彼女の目的とは？　そして大金を受け取った友人たちの夢の行く末は…？　「わたし出すわ」のその先に、それぞれの未来が見えてくる。(C) 2009アスミック・エース エンタテインメント,ドラマ
侍戦隊シンケンジャー銀幕版　天下分け目の戦,復活した“脂目マンプク”率いるクサレ外道衆１万の大軍を前に、多勢に無勢で劣勢に立たされたシンケンジャー。この窮地を救う切り札、300年前に初代シンケンレッドが脂目マンプクを封印した「初代秘伝ディスク」の在り処が判明した！しかし、それは敵陣の真っ只中の神社の中に…。シンケンジャーは敵中突破作戦を決行するが…、果たしてその運命は？300年の時を越えて、正義の力が受け継がれる。数か奇策か？シンケンジャー６人とクサレ外道衆１万体の大激突！銀幕版ならではの圧倒的なスケールで描かれる天下分け目の大戦（おおいくさ）！(C)２００９劇場版「ディケイド・シンケンジャー」製作委員会　　(C)東映,"アクション,キッズ"
幸福のアリバイ～Picture～,ヤクザの葬式とは知らずに会をとりなす葬儀屋と、故人の残した遺書の内容で揉める親族・知人・息子。婚期を迎え、好条件の見合いに目がくらむ女と、運悪く浮気が発覚する男。成人式というハレの日に、スーツではなく特攻服で行こうとする息子と、それを必死に止める両親。出来ちゃった結婚をし、出産を控えた妻の元へ向かう夫と、あからさまに八つ当たりをする義父。ひとりの女性をめぐり、超一流のプロ野球選手に無謀な野球勝負を挑む、うだつのあがらないフリーター男。一種風変わりな登場人物たちは、どこか共感できる悩みを抱いた普通の人々ばかり。そんな悩める人々が惑う様子をコミカルに描ききった、泣き笑いのヒューマンコメディ！[俳優・監督セレクション],ドラマ
傷だらけの悪魔,親の都合で田舎の高校に転校してきた葛西舞（足立梨花）。ダッサいクラスメイトとどこまでも続く田園風景にうんざりしながらも、そこそこ楽しんでいこうと決めた舞の前に現れたのは、中学時代に同級生だった小田切詩乃（江野沢愛美）。舞は詩乃のことを覚えていないものの、舞のグループから酷いイジメに遭っていた詩乃は復讐を決意。詩乃の策略によって逆にイジメの標的とされた舞のスクールライフは、地獄の日々と化していく。でもいつまでも泣いてるわけにはいかない。孤立無援のなか、ついに舞が反撃を開始する！！[俳優・監督セレクション],ドラマ
十月十日の進化論,東京で独身生活を送る昆虫分類学博士･小林鈴(尾野真千子)は、ある日突然勤めていた大学を解雇されてしまう。研究分野の狭さと偏屈な性格が災いしたのだ。その夜、鈴は、訳あって同じ戸籍には入っていない実父･中村保(でんでん)が営む喫茶店で昔の恋人･安藤武(田中圭)と再会する。武は、酔いつぶれた鈴を家まで送っていくことに。果たして、2人は酔った勢いで一夜をともにし、それから約5週間後、鈴の妊娠が発覚する。人間は胎児の間の十月十日で生命30数億年の進化を再現するという神秘を書物から知り、産む決意を固めていく鈴。だが、武には子どものことを切り出せない。ようやく決まった仕事も思うようにいかず、ふてくされる日が続く中、母親･小林文子(りりィ)が実家から上京してくることになり…。(C)2015 WOWOW INC.,ドラマ
ファミリー☆ウォーズ,誰の目にも幸せそうな、祖父、父親、母親、長女、次女、長男、次男の7人家族の福島家。ある日、認知症の祖父が運転する車が子供を誤って轢いてしまい、その死体を家に持ち込んだ事から福島家の崩壊の序曲がスタート！周りの関係ない善意の人々も巻き込み、福島家の無慈悲に繰り広げられる殺戮劇！祖父に餅を喰わせる、食わせ者は一体誰だ！？(c)2018キングレコード,ドラマ
ゴジラ・ミニラ・ガバラ オール怪獣大進撃,"ゴジラ・ミニラ・初登場のガバラ・クモンガ・カマキラス・アンギラス・マンダ・エビラ・ゴロザウルスの人気9怪獣が怪獣島を舞台に大決戦を繰り広げる「ゴジラ」シリーズ第10作。気が弱く、引っ込み思案の少年・一郎の友達は、空想の中の怪獣・ミニラ。自分で作ったコンピューターを使って怪獣島に行けば会えるのだ。怪獣島ではゴジラ、ミニラ、ガバラ、クモンガなどの怪獣たちが激しい争いを続けていて、ミニラは凶悪怪獣ガバラにいじめられていた。ある日、一郎は三千万円を強奪した犯人の免許証を拾ってしまい、犯人に捕らわれてしまう･･･。 TM ＆ (C)1969 TOHO CO., LTD.",アクション
ロストパラダイス・イン・トーキョー,知的障害者である兄・実生と二人で暮らす幹生は、性欲処理 ができない兄のために、デリヘル嬢のマリンを招き入れる。地下アイドルとして活動しながら風俗で働くマリンには、いつか自分だけの島「ファラ・アイランド」を購入したいという夢があった。奇妙で穏やかな共同生活を始めた3人。しかしマリンの取材を続けるドキュメンタリー作家によって、互いを補うように生きてきた3人の絆はもろくも崩れ去ろうとしていた…（Ｃ）2009 Cine Bazar,ドラマ
麦子さんと,麦子、23歳。頼りない兄と二人暮らしをしながら、声優を目指している。ある日、自分たちを捨てた母親が突然舞い戻ってきた。顔も覚えていない母との生活に戸惑う麦子。そして投げつけた一言、「あなたのこと、母親だと思ってないから」。その言葉を最後に、母は帰らぬ人となった-。その後、納骨のために母親のふるさとを訪れた麦子は、母が町のアイドルだったことを知る。町の人々に振り回されながら、初めて知る母の青春、母の人生-。そして麦子の心にある思いが広がっていく・・・。＜映画作家＞(C)2013「麦子さんと」製作委員会,ドラマ
極道めし,忘れられないメシがある。忘れられない人がいる。,ドラマ
ナゾトキネマ　マダム・マーマレードの異常な謎　（解答編）,30年前に逝去した映画界きっての巨匠・藤堂俊之介。病に倒れた彼が死の間際に妻と家族に残したのは謎の言葉。 「短編映画3本に秘密がある。ナゾを解く鍵は最初の言葉-。」 死期の迫る巨匠の妻からナゾトキの依頼を受けたのは、”この世で唯一、解けない謎がない女”マダム・マーマレード。カタカタと回る映写機とライトの光の下、長きにわたって解けなかった謎が今、少しずつ明らかにされる。 藤堂監督はいった何を残したかったのか-。 マダム・マーマレードが静かに語り始める…。 「では、謎解きを始めましょう」,サスペンス
この胸いっぱいの愛を,2006年、百貨店に勤める鈴谷比呂志は、出張で小学生時代を過ごした北九州・門司を訪れた。そこで郷愁に浸る比呂志だったが、その時ふと一人の少年に出くわす。彼はなんと、“ヒロ”と呼ばれていた20年前の自分だった。比呂志は知らぬ間に1986年にタイムスリップしていたのだった。そしてある出来事がきっかけで、比呂志は祖母の旅館でヒロと奇妙な共同生活を始めることに。そんなある日、彼は憧れの女性“和美姉ちゃん”と再会する。難病を患いながらも手術を拒否してこの世を去ってしまった彼女を、今なら救えるかも知れないと考える比呂志だったが…。(C)2005「この胸いっぱいの愛を」製作委員会,ドラマ
ホテル・ハイビスカス,主人公の美恵子は破天荒で天真爛漫な｢ウーマクー｣少女。そんな美恵子が両親、兄弟、おばあの3世代家族と、沖縄の風土が持つおおらかさと神秘性に育まれてホンの少し成長する物語。,ドラマ
宇宙戦隊キュウレンジャー　Ｅｐｉｓｏｄｅ　ｏｆ　スティンガー,ジョウギ座の惑星 スリービーでの解放作戦中、ジャークマターの攻撃に遭い谷底に落とされたスティンガーとチャンプは、共に忘れられない過去を思い出し ていた。2人はスコルピオを 探す旅の途中、ある町で謎の女に襲われる住人たちに遭遇した。応戦するスティンガーとチャンプだったが、女の発した言葉が、かつて兄 が発したそれに似ていることに気づき、攻撃の手が緩むスティンガー。その隙に女に逃げられてしまう。「私は力を求め ている･･･ただそれだけ･･･」女の名はミカ・ レーツ。彼女は片腕が異形であるがゆえに住人たちから迫害を受け、復讐心を抱いていた。ジャークマターの一員になることを望むミカに 兄の面影を重ねるスティンガーは、その悲しみに満ちた孤独からミカを救いたいと思い始めていた。（C）2017 東映AG・東映ビデオ・東映　（C）2017 テレビ朝日・東映AG・東映,アクション
稲垣家の喪主,小学生の稲垣宙太(金成祐里)は猛烈なあがり症でつらい想いをしてきた。ある日、ジイジの葬儀で緊張のあまりしどろもどろになる父親の喪主挨拶を目の当たりにした宙太は悟る。 「あがり症は、遺伝だったんだ」 自分が喪主の挨拶をするのはまだ先の話、そう思っていた宙太はある事に気付く。稲垣家には元キャリアウーマンの伯母・杏子(広末涼子)と、売れない漫画家の叔父・脩二(森山未來)が同居している。2人は結婚どころか、相手もいない。このままだと、杏子と脩二の喪主もやることに!?焦った宙太は、杏子の見合い話が両親のもとに届いたのをチャンスと捉え、2人を引き合わせようとする。さらに、脩二には結婚したはずの同級生の女性が現われる。果たして、宙太は杏子と脩二を結婚させ将来の喪主挨拶を回避できるのか。(C)2017 WOWOW INC,"コメディー,ドラマ"
ＬＯＶＥ理論　【テレビ東京オンデマンド】,普段の姿はしがないコンビニの雇われ店長だが、実態は恋愛のカリスマ、水野愛也（中村獅童）が伝授するラブ理論を実践すれば、たちまち女がなびきはじめる！？ オタクの今田（浜野謙太）、お調子者の西田（秋山竜次）、ナルシストの太田（塩谷瞬）のアルバイト３人が無縁だった恋愛に今、敢然と立ち向かっていく…。©テレビ東京,ロマンス
太陽,21世紀初頭、原因不明のウィルスの拡散によって世界の人口は激減。数十年後･･････生き残った人類は二つに分けられた。太陽の下では生きられないが、若く健康な肉体と高い知能を有する進化した新人類＜ノクス＞。太陽の下で自由を謳歌しつつも、暮らしは貧しいままの旧人類＜キュリオ＞。二つの世界で対立しながら生きる二つの人間はどうやって融和していくのか―。[俳優・監督セレクション],ドラマ
