タイトル,あらすじ,ジャンル
ARIA The AVVENIRE,capitolo1『その 逢いたかったあなたに…』先輩の灯里と、今日もゴンドラの練習に励むアイ。そのさなか、灯里は藍華とアリスの姿を見つけます。プリマ･ウンディーネになってから、忙しくて会えなかった3人。短い時間ですが、それが叶った“みらくる”に、灯里は過去のある出来事を思い出し、アイに語り始めます。capitolo2『その 暖かなさよならは…』ある日、アイはとっても“みらくる”な体験をしたと灯里に話し始めます。見慣れぬ路地で目撃したケット･シーの影…その影を追った先で修業中の二人のシングル･ウンディーネと出会ったのでした。嬉しそうなアイを見て、灯里はケット･シーとの最後の出逢いに想いをはせます。capitolo3『その 遙かなる未来へ…』今、再び未来をご一緒しましょう。,"アニメ,ファンタジー"
劇場版 ひらがな男子 ～序～,世の中から文字という文字が消え果てた時代の日本。人々は文字を使えない不自由な生活を送っていた。そんな中、立ち上がったひらがなの「あ」(cv.梶裕貴) は相棒のうり坊あんこ (cv.天野七瑠) と共に、仲間たちを探し求める旅にでる。最初に訪れた町でたまたま入った占いの館で偶然出会ったのが「う」だった。「う」によるとひらがな男子には必ず印となる文字のあざがあるという。そして思わぬところに自らのあざを見つける「あ」…。その後二人はあちこちの村や町を巡り歩き、紆余曲折ありながら他のひらがなたちと出会いを重ね、仲間を増やしていく。が、そんな一行の前に立ちはだかる黒い影が…。,"アニメ,ファンタジー"
宇宙円盤大戦争,大介は宇宙科学研究所の所長、宇門源蔵の息子として育てられている。そして、牧野牧場のひかるや吾郎と友達になり、平和な生活を送っていた。だが、大介は、本当は地球の人間ではなかった。豊かな緑の星フリード星が、ヤーバン大王のひきいるヤーバン星の円盤群に攻められ滅された時、ガッタイガーで地球に逃れてきたのだった。そして、それから5年―。王女テロンナの率いる、ヤーバン星円盤大部隊が地球上に姿を見せはじめていた。彼らの目的は大介と名をかえたデュークフリードを探し出し、ガッタイガーを持ち帰ること。そして、テロンナには、もうひとつ幼い頃から慕情を交しあったデュークフリードを、もう一度フリード星に連れて帰りたいという望みも持っていた―。,"アニメ,アクション,キッズ"
放課後ミッドナイターズ,名門･聖クレア小学校の学校見学会。立ち入り禁止区域に迷い込んだスーパー幼稚園児マコ、ミーコ、ムツコの三人組 (通称マ･ミ･ム) は、人体模型 (キュンストレーキ) を発見し、あらん限りのテクニックで飾りたてる。日中は身動きが取れないキュンストレーキの怒りは真夜中に爆発。相棒の骨格標本ゴスと共に学校中のミッドナイターズを巻き込んだ一大復讐劇を計画。その名も“放課後ミッドナイトパーティ”。何も知らずに閉校後の校舎へ舞い戻るマ･ミ･ム。ついに始まるミッドナイターズとマ･ミ･ムの大激突。この結末はいかに―。,"アニメ,ファンタジー,コメディ"
美男高校地球防衛部LOVE! LOVE! LOVE!,北関東･某所…眉難市。眉難高校に通う防衛部の5人 (箱根有基、由布院煙、鬼怒川熱史、鳴子硫黄、蔵王立) は、ひょんなことからバトルラヴァーズにラブメイキング (変身) して怪人と戦うことに。怪人は同じ高校に通う生徒会こと征服部 (草津錦史郎、有馬燻、下呂阿古哉) がカエルラ･アダマスに変身し、人間を怪人化して送り出していたのだ。戦いの末、黒幕を倒した防衛部と征服部は和解。一件落着したかと思ったら、今度は謎のギャラクシー･アイドルVEPPerが防衛部の前に立ちはだかる。怪人と戦う合間に、ちゃっかり高校生活をエンジョイした防衛部も、気づけばあっ! という間に1年が経っていた。3月…、いよいよ卒業シーズンを迎え、卒業する3年生も、見送る1年生&2年生も口には出せない、複雑な心境を抱えていた…。,"アニメ,コメディ,青春"
この男子、石化に悩んでます。,「この男。」シリーズ第4弾。ストレスを感じると身体が石化してしまう症状に悩む、高校生の田万里歩。クラスになかなか馴染めないでいた彼は、留年を機に「自分もキラキラした青春を送りたい」と一念発起。髪型や服装をイマドキにし、話題作りのため流行をチェックしたりするも気持ちばかりが焦っては、空回りする日々を送っていた。クラス担任で石好きの地学教師、穂仁原鉱也は、そんな田万里を気にかけ石化を綺麗だと言う。悩みを相談するうちに穂仁原に惹かれていく田万里だったが…。,アニメ
森のおんがくだん,とあるどこかの森の奥。アライグマがいつものように川で無我夢中で何かを洗っていると、そこにやさぐれたネズミとノリノリのリスが現れた。ネズミは言う「このまま腐っていていいのか!?」と。そしてアライグマに「バンドをやろう」と持ちかけてくる。彼らはこの時まだ知らなかった…自分たちが後世に語り継がれる伝説の渦中にいることを…。第1話から第13話までのショート13話を収録。,"アニメ,コメディ"
たまゆら ～卒業写真～,沢渡楓は少し内気で写真が大好きな女の子。父親の遺したカメラで楓が撮る写真は、見る人を幸せな気持ちにして、心と心をつないでいきます。高校入学を機に、瀬戸内海にある父親との思い出の町･竹原へと引っ越してきた楓は、幼なじみの搞かおると再会。岡崎のりえ、桜田麻音、という新しい親友もできました。4人は高校1年、2年と一緒の時間を過ごしながら、さまざまな経験や出会いを重ねて、それぞれに一歩一歩、成長してきたのでした。『たまゆら ～卒業写真～』は全4部作として劇場で上映。楓たちの高校生活最後の1年を描く完結編となります。,"アニメ,青春"
TIME DRIVER 僕らが描いた未来,大手おもちゃメーカー営業部に所属しながらも、夢を追いかけきれない勇斗27歳。幼なじみの恋人アイにも愛想をつかされがちな、そんなある日、かつて彼が子どもの頃に思い描いていたロボット“タイムドライバー”が突然目の前に現れ、コックピットに乗せられてしまう。しかもそこには、12歳のころの自分がいた!?,アニメ
龍 －RYO－,憂国の想いが熱い志を持ち、幕末を駆け抜けた者たちを通して、志の大切さと人や夢を信じる心の大切さを描く幕末剣客アニメーション。慶応2年 (1866年) 尊皇攘夷、倒幕、佐幕さまざまな思想･主義に日本が揺れていた時代。恩人である坂本龍馬と中岡慎太郎を護れなかった事を強く悔やむ少年RYOは、嵐の蝦夷･江差沖にて座礁した五稜郭政府旗艦･開陽の傾く甲板で土方歳三と対峙する。,"アニメ,アクション,時代劇"
カレイドスター ～レイラ･ハミルトン物語～,レイラをスピンオフしたサイドストーリー。不死鳥を演じようとしていたレイラは、不死鳥の再生の象徴である新しい自分のイメージをつかめず苛立っていた。悩んだ結果、レイラは行き先も告げずに飛び出してしまう。知らせを聞いたそら、メイ、ケンはレイラを捜す旅に出る。旅の中、レイラはこれまでの自分を振り返る…。,アニメ
カレイドスター 新たなる翼「笑わない すごい お姫様」,TVシリーズ第51話の続編にあたるOVA。カレイドステージに届けられた一枚の絵画をもとに描き下ろされた新作公演。かつて、ディアボロマシーンと呼ばれていたロゼッタが演じるのは『笑わないお姫様』。「彼女のことなら私が一番分かってる」と意気込むロゼッタだが何故か空回り…。その絵画に隠された古の秘密とは?,アニメ
LAIDBACKERS －レイドバッカーズ－,駄菓子屋を継ぐため京都に引っ越してきた美大生･本天沼久美。そこには魔王を追って異世界から転生してきたハラミ･K･舞の三人と元姫騎士で犬のアーネリアが住み着いていた! そんな彼女たちが同居生活を送っていたある日、力を失い小学生となった、元魔王･らんが現れ一緒に“魔王の欠片”を集めて欲しいと告げるのだが…。,"アニメ,アクション,ファンタジー"
モンスターVSエイリアン,ある日、隕石に直撃され巨大化してしまった花嫁のスーザン。モンスターとして政府に捕らえられた彼女は、ほかのモンスターたちと共に地球を侵略しに来たエイリアンと戦うハメになり…。,"キッズ,アニメ,SF"
ヒックとドラゴン,親子の絆、友情、そして未来を切り開く勇気とパワー。少年はドラゴンに「翼」をあたえ、ドラゴンは少年に「勇気」をあたえた。,"アニメ,ファンタジー,キッズ"
