タイトル,あらすじ,ジャンル
YAMAKASI(字幕版),アフリカの言語で“超人”を意味する「YAMAKASI」は、華麗なスタント・トリックでパリの街を縦横無尽に飛び回る7人組のパフォーマンス集団。ヒップホップに乗ったリズミカルな動きで高層ビルを昇り降りする彼らは、97年にマスコミに登場して以来、パリの若者を熱狂させてきた。そんな彼らの物語が、リュック・ベッソンの手によってスーパー・スタント・アクション映画へと生まれ変わった。ひとりの少年を死から救うために立ち上がった「YAMAKASI」は、彼らの肉体の極限に挑む。法さえも踏み越えた危険な賭けの結末は…、そして少年の命は…。(C)2001 EUROPACORP - TF1 FILMS PRODUCTION. All rights reserved,アクション
メガ・シャークvsジャイアント・オクトパス（字幕版）,"勝者は　海の王者となる""太古に絶滅した最大のサメ“メガロドン”。数々の神話で恐れられる巨大なタコ。 万年氷の崩壊により、二体の怪物が150万年の時を経て現代によみがえる！ 七つの海を凌駕する、究極の頂上決戦！""©2009,GiantSeafood,LLC.AllRightsReserved.",SF
ラスト・フェイス(字幕版),"西アフリカの内戦地帯。世界中の貧困国に医療援助の資金を提供する組織に属するレン・ピーターソン（シャーリーズ・セロン）は、救援医師のミゲル・レオン（ハビエル・バルデム）と出会う。自らの危険を顧みず、軍事的な暴動の被害者となった患者を助けようとするミゲルの姿に感銘を受けたレンは、彼に惹かれ、2人は過酷な状況下で互いを支え合っていた。しかし、ミゲルのある裏切りが、2人の関係を切り裂き…。(C)2016 Sky Lantern, LLC. All rights reserved.",ドラマ
マン・アップ！ 60億分の1のサイテーな恋のはじまり（字幕版）,オトナだって恋したい！だったら、勇気を出して立ち上がれ!!彼氏いない歴4年。下ネタ大好きナンシー34歳元妻に未練タラタラ。夢を語る男ジャック40歳そんなイタイ2人が出会った、ブラインドデートしかし、ウソだらけの関係はすぐさまトラブルに発展し…ロンドンの街を舞台に、大騒動の一日が始まる！©STUDIOCANALLimited/BritishBroadcastingCorporation2014.AllRightsReserved.,コメディー
ジョナス・ブラザーズ　復活への旅 (字幕版) (4K UHD),「ジョナス・ブラザーズ　復活への旅」は兄弟愛のストーリーだ。ニュージャージーの牧師の息子としてつつましい家庭で育った３兄弟が、スターへの道を駆け上がりながら強い兄弟の絆を作っていく。しかし解散という突然のつらい別れによって、ジョー、ケビン、ニックの３人は別々の道を歩むことになる。彼らの本音が詰まったインタビュー、初公開の映像、本作でしか聴くことのできない演奏をまじえ、ジョナス･ブラザーズの素顔が初めて明かされる。,ドキュメンタリー
メガ・シャークVSグレート・タイタン（吹替版）,"蘇りし海の王者VS鬼神の如き巨人メガ・シャークとメカ・シャークの戦いから1年後。世界の混沌が収まらぬ中、再び現れた海の王者。メガ・シャークの卵から再生された新メガ・シャーク。立ちはだかるのは、冷戦下に発明された巨人型兵器。神さえも慄く戦塵に、世界は終焉を迎えるのか-。©2015REDROBOTMOVIE,LLC.AllRightsReserved.",SF
ステイ・コネクテッド～つながりたい僕らの世界 (字幕版),アカデミー賞ノミネート監督ジェイソン・ライトマン（『JUNO／ジュノ』『マイレージ、マイライフ』）が、現代社会における愛と人間同士のつながりを問う問題作。アダム・サンドラー（『アダルトボーイズ青春白書』）、ジェニファー・ガーナー（『ダラス・バイヤーズクラブ』）、アンセル・エルゴート（『きっと、星のせいじゃない。』）が率いるすばらしいアンサンブル・キャストが贈る本作では、ソーシャル・メディア、オンライン上での係わり合い、そして即座に満足感が得られるかどうかによって価値が決まる時代に、複雑な人間関係の中で生きていこうとする高校生と彼らの親たちの葛藤が描かれる。,ドラマ
ディスタービア (字幕版),学校での暴力事件を機に、自宅軟禁に処せられた高校生ケール。自宅に閉じ込められ、許された行動範囲は半径30m。退屈しのぎで近所を双眼鏡で覗いていたところ、隣人による殺人現場を目撃。殺人鬼との視線が交差したとき、緊迫の駆け引きが始まる…。ハラハラドキドキしっぱなしの展開に目が釘付けのサスペンス・スリラー！,ドラマ
ロッキー5 (字幕版),引退を決意し、再出発したフィラデルフィアの英雄ロッキー。今、愛と勇気のゴングが鳴り響く！,アクション
英雄の条件(字幕版),極限状態、殺戮、陰謀…今、新たなる闘いが始まる。(C)TM & COPYRIGHT (C) 2000 BY PARAMOUNT PICTURES. ALL RIGHTS RESERVED,"サスペンス,ドラマ,軍隊・戦争"
ザ・スクワッド(字幕版),過激かつ暴力的な捜査で犯罪者からも恐れられる、パリ警視庁の特殊捜査チーム率いる伝説の刑事セルジュ。宝石店で発生した強盗殺人事件を追っていた彼は、かつて自ら逮捕したことのある因縁の男アルミン・カスペールが主犯だとにらむ。強引なやり方でカスペールとその仲間たちを連行したセルジュだったが、決定的な証拠は出ず、セルジュは誤認逮捕の責任を問われチームとともに捜査を外されてしまう。そんな中、またしても同一犯とみられる強盗事件が発生。セルジュら は命令を無視し、事件現場へと向かう。すると追い詰められた犯人たちはパリのど真ん中で銃を乱射、事件は一般市民を巻き込んだ壮絶な銃撃戦へと発展してゆ くのだが・・・。 Rating G (C) 2015 CAPTURE THE FLAG FILMS SND VERTIGO FILMS M6 FILMS TOUS DROITS RESERVES.,アクション
ガンズ・アンド・ストレンジャー (吹替版),"男は大金の入った鞄を抱えて砂漠を越え、国境の小さな町へと足を踏み入れた。しかし、よそ者に異常なまでに冷たいこの町で男は次々とトラブルに巻き込まれてゆく。やがてそれは酒場の美人店主、愚連隊、町を牛耳る保安官にコソ泥の少女、そして大金を追って町へやって来た不良警官ら、一癖も二癖もある連中を巻き込んでゆく！（C）2012 AUTONOMOUS FILMS, LLC","アクション,アドベンチャー"
The Nutcracker (字幕版),ケヴィン・クラインのナレーションで贈る、不朽のクリスマスファンタジーのバレエ映画。ニューヨーク・シティ・バレエ団の華麗な踊りが見逃せない!,"キッズ,外国映画,アート・エンターテイメント・カルチャー"
ドッグ・イート・ドッグ(吹替版),長年の刑務所勤めを終え、シャバに出てきたトロイは、ムショ仲間だったコカイン中毒のマッド・ドッグ、巨漢のディーゼルと再会。お先真っ暗な人生とサヨナラしたい３人は、イカれた地元ギャングの首領から、ある仕事の依頼を受ける――それは借金を返済しない男の赤ん坊を誘拐すること。一見、簡単に見えた報酬75万ドルの大仕事だったが、事態は最悪な展開を招き、3人は追われる身になってしまう…。 まさに”喰うか、喰われるか”の状況のなか、果たして、生き残るのは誰だ！？,アクション
ミッドナイトランナー（吹替版）,警察大学で勉強し始めて２年になる熱血学生、行動派のギジュンと頭脳派のヒヨル。親友の２人は外出先で偶然、拉致現場を目撃する。学校で学んだとおり警察に通報するも複雑な手がかりと不足した証拠で捜査は一向に進まず、1分1秒と緊迫した中で時間だけが過ぎていく。ギジュンとヒヨルは自らの足で直接捜査を始めるが、予測不能な状況に出くわすこととなり…。(C)2017 LOTTE ENTERTAINMENT All Rights Reserved.,アクション
エアポート’８０(字幕版),大スターのジョージ･ケネディ、ロバート･ワグナー、スーザン･ブレイクリーが出演する、大空を舞台にしたアクション映画の傑作。音速の２倍の速さで飛行する「コンコルド」は、正体不明の敵による襲撃を回避しなければならない。,"アクション,アドベンチャー,ドラマ"
ビッグ・シック ぼくたちの大いなる目ざめ,『ビッグ・シック ぼくたちの大いなる目ざめ』は、パキスタン生まれのコメディアンであるクメイル・ナンジアニ（ナンジアニ）と大学院生エミリー・ゴードン（ゾーイ・カザン）の関係を描くロマンティック・コメディ。恋に落ちた2人の前に、文化の壁をはじめとする様々な障害が立ちはだかる。エミリーが謎の病に倒れたことを機に、クメイルは彼女の短気な両親や、自分の両親の期待、そして自分の本当の気持ちに向き合っていく。,"コメディー,ロマンス"
母よ(字幕版),映画監督のマルゲリータは恋人とは別れたばかりで、離婚した夫との娘は反抗期の真っただ中、新作映画の撮影は思うように進まない。一番心配なのは、兄のジョヴァンニと共に世話している入院中の母アーダのことだった。アメリカから到着した主演俳優のバリーが撮影に加わるが、気性が激しく自己主張が強いという共通点を持つ監督と主役は、現場で何かと言い争うようになる。そんな折、母が余命わずかだと宣告され、何の助けにもなれないマルゲリータ。やがて心を落ち着け、選んだ道とは―。(C)Sacher Film. Fandango. Le Pacte. ARTE France Cinéma 2015,ドラマ
リヴォルト(字幕版),"男が目を覚ますと、そこは留置所らしき檻の中。外から聞こえてくるのは銃声と爆音。壁の隙間から外に目をやると、爆風の中、軍用機が何モノかの攻撃を受けて墜落しようとしていた。一体何が起きているのか？それ以前に、男は自分が何者なのかすら思い出せないことに気付く。隣の房にいた女が男に告げる「我々は侵略された」のだと。すると突然、武装した男たちが留置所に押し入ってくる。女に乱暴しようとしたそいつらを、男は圧倒的な武力を持って制圧する。どうやら男はアメリカ軍の兵士だったらしい。だが、檻の外に出た男の目に飛び込んできたのは、見たこともないロボットが、逃げ惑う人々を虐殺する光景だった。果たしてこの地球に何が起こっているのか？男は、医者だと名乗る女と共に決死の逃避行を開始するー。 Rating G (c)POW NEVADA, LLC 2017","SF,アクション"
メガ・シャークVSメカ・シャーク（吹替版）,"史上最凶の生物VS史上最強の兵器永久氷壁の眠りから覚め、再び姿を現した7つの海を支配する絶対王者“メガ・シャーク”国連は、科学の粋を結集した“メカ・シャーク”を開発UGM-133弾道魚雷を搭載した最強の兵器はダイオウイカの群れを蹴散らし、決戦の場へと向かう！©2013,DARKCONTINENT,LLC.ALLRIGHTSRESERVED.",SF
Epic Movie (字幕版),これこそ世の果て！ライバルはパイレーツ!!今度のパロディは、超メジャー級,コメディー
スピードレーサー (字幕版),カーレーサーになるために生まれてきたスピード・レーサーはひたすら強気で本能的、そして何よりも怖いもの知らず。彼にとって真の意味での唯一のライバルは、彼の記憶に刻み込まれた崇拝してやまない兄の存在だ。スピードは正体不明のレーサーXと手を組み、兄の命を奪った難関のクロスカントリー・レース「クルーシブル」に挑む。 Rating G (C) 2008 Warner Bros. Entertainment Inc. All rights reserved.,アクション
屋根裏のエイリアン (字幕版),『デイブは宇宙船』に続く、爆笑＆爽快の地球“珍”略コメディ！ こんなとこから、地球侵略!?バカンスを楽しむため、別荘へとやって来た6人の子供たち。アンテナを直そうとトムが屋根裏に登ると、そこには凶暴なエイリアンたちが潜んでいた!!　地球侵略の第一歩として、人間操縦マシーンでトムの姉の彼氏を操り、攻撃を仕掛けてくるエイリアンたち。なんとか逃げきった彼らは、マシーンが子供には効かないことを知り、エイリアンに戦いを挑む決意をする！　果たして、彼らは地球を救うことができるのか!?,"アドベンチャー,キッズ,外国映画"
オペレーション・クロマイト（吹替版）,1950 年、南へと侵攻した北朝鮮はソウルを陥落させ、およそ1ヶ月で朝鮮半島の大部分を支配下に収めた。事態を重く見た国連軍軍最高司令官のマッカーサーは、戦局を打開するため周囲から「不可能だ」と猛反対を受けながらも仁川（インチョン）への上陸作戦を計画する。唯一の希望であり、作戦成功のカギを握るのは、北朝鮮軍に潜入した諜報部隊のチャン・ハクス大尉。大尉と部隊の精鋭たちは命懸けの作戦行動を開始する。（C）2016 TAEWON ENTERTAINMENT. All Rights Reserved,"アクション,軍隊・戦争"
スコーピオン・キング５ (字幕版),古代エジプトにある邪悪な男がいた。その男は呪われた剣を手に入れ、すべての部族の命を片っ端から奪い凶暴化していった。そんな時、スコーピオン・キング（ザック･マッゴーワン）は、ヌビアン・キングの妹であるタラ姫（パール・スシ）とともに「ブック・オブ・ソウル」と呼ばれる伝説の書物を探し、その邪悪な軍団に立向かうのであった。,アクション
レクイエム(字幕版),"1975年北アイルランド。日常的に爆弾テロや殺人が発生している異常な状況。16歳の少年アリスターは、敵対するグループへの報復テロとしてある男を殺害してしまう。一方、被害者の弟ジョーは、その殺害現場を目撃してしまう。30年後―。アリスターは刑期を終え、その過去の経験を世界中へ伝えることで、罪の意識を償おうとしていた。一方、ジョーは、ベルファストで、家庭を持つも経済的に厳しい生活を強いられていた。そして、被害者と加害者の二人は、あるテレビ番組を通して奇妙な再会を果たすことに。兄の復讐に燃える男と、時を経て自らの行為に悔恨を抱く男。復讐は果たされるのか？二人の男の運命は？！(C) 2008 Reconciliation Ltd, ALL Rights Reserved.","サスペンス,ドラマ"
われらが背きし者(吹替版),モロッコでの休暇中、イギリス人の大学教授ペリーとその妻ゲイルは、偶然知り合ったロシア・マフィアのディマから、組織のマネーロンダリング(資金洗浄)の情報が入ったUSB をMI6(イギリス秘密情報部)に渡して欲しいと懇願される。突然の依頼に戸惑う二人だったが、ディマと家族の命が狙われていると知り、仕方なく引き受けることに。しかし、その日をきっかけに、二人は世界を股に掛けた危険な亡命劇に巻き込まれていく・・・。(C) STUDIOCANAL S.A. 2015,"アクション,アドベンチャー,サスペンス"
COP CAR/コップ・カー(字幕版),家出中の少年ふたりが、荒野で偶然みつけた一台のパトカー。悪戯に車を走らせはしゃぐふたりだが、それは絶対に手を出してはいけないパトカーだった……。彼らがトランクの中身に気づいたとき、謎の悪徳保安官(ケヴィン・ベーコン)による恐ろしい追跡劇が幕を開ける!(C)COP CAR LLC 2015,サスペンス
預言者(字幕版),"父親を亡くし心を閉ざしてしまった少女アルミトラは、政治犯として軟禁されている詩人ムスタファと友情で結ばれる。ついにムスタファが釈放され、故郷へと向かうことになるが、アルミトラもこっそり彼に同行することに。しかしその道中、ムスタファの釈放には、ある別の陰謀が隠されていることが分かり…。(C)2015 PROPHET HOLDINGS, LLC ALL RIGHTS RESERVED.",ドラマ
グッド・バッド・ウィアード(吹替版),"一枚の地図！3人の追跡者！勝った奴がすべてを手にする！ Rating PG12 (C) 2008 CJ Entertainment Inc. & Barunson Co., Ltd. All rights reserved.",アクション
パテルノ (字幕版),ジェリー・サンダスキーの性的虐待スキャンダル後のペンシルベニア州立大学フットボールコーチ、ジョー・パテルノを演じるのはアル・パチーノ。,ドラマ
シャークネード カテゴリー2（字幕版）,"人喰い鮫、200%増量！凶暴すぎる竜巻、再び日本上陸!!かつてロサンゼルスを絶望させた、未曾有の天変地異「シャークネード」。だが、あの恐怖は始まりにすぎなかった。今度は、世界の首都ニューヨークに、史上最凶の瞬間最大風速が襲い掛かる!©2014THESECONDONE,LLC.AllRightsReserved.",SF
ベン・ハー (字幕版),｢ベン･ハー｣は、ルー･ウォーレスによるベストセラー小説の真髄に立ち返り、信仰の本質を描く。親友であったはずの義兄弟の裏切りにより無実の罪を着せられ、奴隷に身を落として何年も苦役に服した後に復讐を果たそうとする男の物語。互いに報復し合うのか、許し合うのか、彼らの選択は…。,アクション
DEMON デーモン（字幕版）,"悪魔はどちらの味方をするのか1切り立った山に囲まれ、世間から隔離された町ここを支配しているのは、凶暴なひとりの男誰もがその力に怯え、泣き叫び、跪くその卑劣な罠に掛かった女を助ける、孤独な男彼もまた、悪魔に魂を売っていた-。©2015 LOGGING PRODUCTIONS FILMS, LLC",サスペンス
マライア・キャリー　クリスマスにほしいもの (字幕版),マライアが、ペットショップでプリンセスと名付けられた可愛らしい子犬を見つけた時、クリスマスにほしいものはこれだ！と、はっきり分かった。でも、そのクリスマス・プレゼントの願いをかなえるために、いたずら犬のジャック（ホント、この近所じゃ最悪なヤツ！）を手なずけられることを証明することに.,キッズ
カットバンク（字幕版）,"モンタナ州カットバンク。ある日、郵便配達人ジョージ-が射殺される。目撃者はドウェインとカサンドラの若いカップル。しかし、配達トラックと共に死体は消え、残されたのはドウェインが撮影した動画のみ。それもそのはず、事件はドウェインとジョージ-が仕掛けた偽装殺人だったのだ。2人は情報提供の報奨金を手にするつもりだったが、事件に執着する変わり者ダービーが動き出したことで、予想外の連続殺人事件が巻き起こり…(C)2014 CB FILM PRODUCTION, LLC ALL RIGHTS RESERVED.",サスペンス
ドッグ・イート・ドッグ(字幕版),長年の刑務所勤めを終え、シャバに出てきたトロイは、ムショ仲間だったコカイン中毒のマッド・ドッグ、巨漢のディーゼルと再会。お先真っ暗な人生とサヨナラしたい３人は、イカれた地元ギャングの首領から、ある仕事の依頼を受ける――それは借金を返済しない男の赤ん坊を誘拐すること。一見、簡単に見えた報酬75万ドルの大仕事だったが、事態は最悪な展開を招き、3人は追われる身になってしまう…。 まさに”喰うか、喰われるか”の状況のなか、果たして、生き残るのは誰だ！？,アクション
追憶の森(吹替版),"富士山の北西に広がる青木ヶ原樹海。そこを人生の終着点にしようと決めて日本にやって来たアメリカ人アーサー(マシュー・マコノヒー)は、原生林が鬱蒼と生い茂る森の中で、出口を求めてさまよう日本人タクミ(渡辺 謙)と出会う。怪我を負い、寒さに震えているタクミをアーサーは放っておくことができず、一緒に出口を探して歩き始める。しかし、まるで森の魔力に囚われてしまったかのように道はどれも行き止まりで、方向感覚を失った2人は厳しい自然との闘いを強いられる。その過酷な状況下、運命共同体となったタクミに心を開いていくアーサー。やがて彼は、樹海への旅を決意させたある出来事を語り始める…。2015 Grand Experiment, LLC.","ドラマ,サスペンス"
ランスキー: アメリカが最も恐れた男 (字幕版),彼は若い頃から組織犯罪の天才でした。彼は非常に残酷で、非常に賢い男でした。この事実をもとにした真に迫る映画の中で、リチャード・ドレイファスが悪名高い組織犯罪者、マイヤー・ランスキーを演じます。この映画では、ユダヤ教移民だった彼の若年期から、ギャンブル、密売、恐喝、そして最後は殺人に至るまで、彼が成功を収めていく物語を追います。,ドラマ
ダーティー・コップ(字幕版),"アメリカ、ラスベガス。平凡で、少しだけの汚れ仕事で小遣い稼ぎをする警官ふたりー、ウォーターズとストーン。押収物 を横流しする工作をしていたその時、盗難車にドラッグを隠し持っていたケチな売人が多額の保釈金ですぐに解放されていることに気付いた。保釈金の出所をたどり、ホテルでの危ないビジネス、そのカネの行き着く隠し金庫がある店をあぶりだすふたり。ドイツ製の工具を取り寄せ、厳重な金庫を大胆な奇策で破る。誰も殺さず、誰にも知られず、そのカネを強奪し、人生を変えるー。(C)2015 Vault Film, LLC",サスペンス
ガールズ･トリップ (字幕版),４人の親友（レジーナ･ホール、ジェイダ･ピンケット･スミス、ティファニー･ハディッシュ、クイーン･ラティファ）が再会し、ニューオーリンズのエッセンス･フェスティバルへ。それは彼女たちの人生の冒険となる。,コメディー
ロックンローラ (吹替版),"最後に嗤うのは誰だ！？ロンドン、ギャング＆ロックンロール！ Rating PG-12 (C) 2008 Dark Castle Holdings, LLC (C) 2009 Warner Bros. Entertainment Inc. All rights reserved.",アクション
ブラック・バタフライ(字幕版),作家のポールは、愛する妻が4年前に彼のもとを去ってから、書くことができなくなっていた。ある日、魅力的な不動産屋のローラと行きつけのダイナーで待ち合わせをしていた彼は、そこで男と口論になってしまい、ジャックという名の男に助けられる。礼としてポールは寝床のない彼を家に泊めることにした。素性の分からない男との生活が続くなか、状況が一変。ジャックはポールを人質にとり「2人の物語を書け」と脅迫する。ジャックは一体、何者なのか？そして、窮地に立たされたポールの予想だにしない真実が明かされることになるが―。(C)2016 BLACK BUTTERFLY FILM LLC AND ZIPSER PRODUCTIONS AIE,"サスペンス,ドラマ"
ボヤージュ・オブ・タイム(字幕版),寡作にして、発表する作品は常に高い評価を受け、カンヌ国際映画祭では『天国の日々』（78）で監督賞を、『ツリー・オブ・ライフ』（11）でパルムドールを、さらにベルリン国際映画祭では『シン・レッド・ライン』（98）で金熊賞を受賞し、度々アカデミー賞にもノミネートされ世間を賑わしてきた偉才テレンス・マリック監督が、４０年のライフワークを集大成して世に送り出す渾身作。描かれるのは、地球の誕生――そして、生命の歩み。映画人たちをも魅了する、かつてない９０分の映画体験をあなたに――。(C)2016 Voyage of Time UG (haftungsbeschränkt). All Rights Reserved.,"ドキュメンタリー,ドラマ"
サイバー・リベンジャー(吹替版),気鋭の実業家マイクは株式上場を控えた重要なプレゼンで不慮のシステムトラブルに見舞われる。途方に暮れていたところ、新入りの派遣社員エドが天才的なIT技術でトラブルを解決。エドの能力を高く評価 したマイクは、IT制御された自宅のシステム故障もエドに修理してもらう。喜び、エドを正社員にすると約束するマイク。だが、 エドの望みはマイクの美しい娘と仲良くなり、妻に気に入られ、家族の一員になることだった。呼ばれもしないのに一家に付きまとうエド。その異常な行動をマイクは叱責し、エドに解雇を告げる。失意のエドは逆上し、復讐の鬼と化す。IT 技術を駆使しマイクたちを脅かす。エドの天才的なIT技術の前には警察すら頼りにならないとわかったマイクは、ついに禁断の手段に打って出る…。,"アクション,サスペンス"
華氏４５１（２０１８）（字幕版）,書物を読むことが禁じられた近未来の世界。幼い頃に両親を失ったモンターグは、自分を育ててくれたベイティ隊長のもと、書物を燃やすファイヤーマンとして日々を送っていた。ある日、これまでに見たこともないほどの本が隠されている家を発見してしまう。全ての本を燃やせと隊長から命令が下った直後、家と本の所有者である老婆が“オムニス（ＯＭＮＩＳ）”という謎の言葉を残して、本と共に焼身自殺を遂げる…。(c) 2018 Home Box Office， Inc. All rights reserved. HBO(R) and related channels and service marks are the property of Home Box Office， Inc.,"SF,サスペンス"
エルヴィスとニクソン ～写真に隠された真実～ (字幕版),米国立公文書館の画像資料の中で最多の閲覧回数を誇る写真とともに永遠に語り継がれる、キング･オブ･ロックンロールとニクソン大統領との面会に隠された、衝撃的かつユーモラスな語られざる真実の物語。,歴史
インビジブル・エネミー(字幕版),正体不明の敵に追い詰められた傭兵部隊の一団。逃げ隠れる場所も見つからず、ひたすら敵の影におびえる中、傭兵のひとり、リーヴスは1台の捨てられた戦車を発見、なんとか逃げ込むことに成功する。しかし、密室の中で、徐々に精神に異常をきたし、幻覚に苦しめられる傭兵たち。そんな中、戦車の中から自分たちの名前が記されたある書類が発見され・・・。(C)2015 APC TANK FILMS LTD. All Rights Reserved.,"ホラー,アクション"
ビー・クール (吹替版),ジョン・トラボルタ×ユマ・サーマン 「パルプ・フィクション」より激しい興奮のクライム・アクション！,コメディー
沈黙のアフガン(字幕版),"2010年。アフガニスタンでは、アメリカ軍とタリバンによる泥沼の戦闘が続いていた。視察中に拉致された議員を救出するため、マトゥバク村に潜入した米軍部隊。だがそれは、タリバンが仕掛けた罠だった。ベテラン狙撃兵ジェイクの活躍で部隊は窮地を脱するが、負傷兵を救おうとしたジェイクは敵地に取り残されてしまう。敵の攻勢が迫る中、ジェイクを見捨てようとする軍幹部。だが、戦友のヴィックとヴァスケスは、命令に逆らってジェイクを救出することを決意する・・・。 Rating NR (C) 2015 HYBRID, LLC. ALL RIGHTS RESERVED.",アクション
追憶の森(字幕版),"富士山の北西に広がる青木ヶ原樹海。そこを人生の終着点にしようと決めて日本にやって来たアメリカ人アーサー(マシュー・マコノヒー)は、原生林が鬱蒼と生い茂る森の中で、出口を求めてさまよう日本人タクミ(渡辺 謙)と出会う。怪我を負い、寒さに震えているタクミをアーサーは放っておくことができず、一緒に出口を探して歩き始める。しかし、まるで森の魔力に囚われてしまったかのように道はどれも行き止まりで、方向感覚を失った2人は厳しい自然との闘いを強いられる。その過酷な状況下、運命共同体となったタクミに心を開いていくアーサー。やがて彼は、樹海への旅を決意させたある出来事を語り始める…。2015 Grand Experiment, LLC.","ドラマ,サスペンス"
ノー・エスケープ 自由への国境(字幕版),"家族に会うために、メキシコからアメリカへの不法入国を試みるモイセス。車で国境を越えようとしていたが、急なエンジントラブルによりモイセスを含む15人の移民たちは荒れ果てた砂漠を徒歩で越えることになってしまう。有刺鉄線がひかれた国境をくぐってアメリカ国内に侵入する不法移民たち。見つかることを警戒しながらも、順調に都市部へと向かっていた。しかし、歩みの差からふたつのグループに分かれてしまう。遅れをとった移民たちが待ってくれるように必死で叫んだその時、突然、銃弾が襲いかかる。襲撃者は見えず、正体は不明。見つかる前にと辛くも逃げ出したモイセスたちだが、そこは身を隠す場所もない摂氏50度の砂漠。モイセスたちは”自由の国”アメリカで無事逃げ切ることはできるのか――。(C)2016　STX Financing, LLC. All Rights Reserved.","ドラマ,サスペンス"
プルートで朝食を(字幕版),アイルランドの小さな町に生まれた赤ん坊パトリックは、母親に教会の前に捨てられ、近所に住む一家の養子として育てられる。幼い頃からキラキラしたドレスや化粧に興味を示し、周囲からは”変わり者”のレッテルを貼られるが、常に明るく前向きに生きるパトリックは、ある日、居心地の悪い田舎町を飛び出し、実の母を探してロンドンへと旅に出る。(C) Pathe Production Limited 2005,"ドラマ,コメディー"
ハッピー･クリスマス (字幕版),クリスマスの時期を舞台に、専業主婦になって間もない若手の小説家を描くコメディ。彼女の向こう見ずな義妹が家に移り住んでくるが、2人は官能小説を一緒に書き上げることで互いの違いを受け入れるようになる。,ドラマ
恐怖ノ白魔人(字幕版),親友同士のティーンエイジャー、ダン、トムとビクターの3人は、退屈な学校を抜け出して、長年放置されて廃墟となった映画のロケスタジオに忍び込むことを計画する。曲がりくねった田園地方の道を抜けて3人は廃墟に辿り着くのだが、彼らが目撃したのは謎の男が女性を拉致している現場であった。男は、自身の存在は絶対に秘密にしておくよう3人に約束させる。やがて夜になり、 家に帰ってきたティーンエイジャー3人は、何者かが彼らの後を尾行してきたことに感付く。そして、その夜が彼らの人生で最も長く恐ろしい夜になることに気付く。,ホラー
Vampires Suck (字幕版),「トワイライト」シリーズの決定版!?　ココから始める禁断の不純ファンタジーすべてを吸われたい高校生のベッカは、転入した高校でエドワードにたちまち心を奪われてしまう。二人は惹かれあうが、ヴァンパイアであるエドワードは渇きを抑えきれず、愛する彼女への危険を恐れて自ら姿を消してしまう。傷心のベッカの元に幼馴染のジェイコブが現れるが、彼の体は思いがけない姿へと変化する。二人の男性の間で揺れ動くベッカだったが、ある日エドワードの危機をアイリスから知らされ必死の思いで高校のプロム会場にたどり着くが…。,コメディー
ジェネレーション・ウェルス,アメリカ帝国の末端から送られたローレン・グリーンフィールドの“絵はがき”が、物質第一で見た目にとらわれた文化を描写。本作は同時に、個人的な旅で歴史的エッセイでもあり、世界規模で揺れる経済、崩壊したアメリカンドリームと、資本主義・自己中心主義・拝金主義に溺れる人間たちを描いている。,ドキュメンタリー
イモータル・ライフ・オブ・ヘンリエッタ・ラックス (字幕版),ヘンリエッタ・ラックスは、人類初の不死の細胞株を作るために細胞が利用されたアフリカ系アメリカ人女性である。ラックの娘デボラ（オペラ・ウィンフリー）とジャーナリストの視点から語られるこの映画は、記憶に残っていない母を探すデボラの後を追うと共に、1951年に無断で行われたラックのがん細胞採取がどのように医学的に画期的な発見につながったかを描く。,ドラマ
われらが背きし者(字幕版),モロッコでの休暇中、イギリス人の大学教授ペリーとその妻ゲイルは、偶然知り合ったロシア・マフィアのディマから、組織のマネーロンダリング(資金洗浄)の情報が入ったUSB をMI6(イギリス秘密情報部)に渡して欲しいと懇願される。突然の依頼に戸惑う二人だったが、ディマと家族の命が狙われていると知り、仕方なく引き受けることに。しかし、その日をきっかけに、二人は世界を股に掛けた危険な亡命劇に巻き込まれていく・・・。(C) STUDIOCANAL S.A. 2015,"アクション,アドベンチャー,サスペンス"
エブリシング (字幕版),知的で好奇心旺盛な18歳のマデリン。彼女は病気のために、衛生管理された家の外へ出ることを許されない。そんな彼女が隣に住むオリーと知り合い、２人は恋に落ちていく。,ロマンス
Beyond JFK (字幕版),ニュース映像や史実を交えて、ケネディ暗殺と陰謀説の謎に迫る。,ドキュメンタリー
サマーズ・テイル～夏のしっぽ～(字幕版),ディーン・フジオカのフレッシュな魅力が全開！台湾の田舎町を舞台に、高校生４人が織り成す青春ドラマ。ディーン・フジオカはサッカー少年を好演、女性ファンの心を鷲掴みにするピュアな魅力満載。(C)2007 Sundream Motion Pictures Ltd. All rights reserved.,"外国映画,ドラマ"
ドリーム ホーム　99％を操る男たち（字幕版）,<家>を守るために人間ができる事とは？かけがえのない〈家〉を突然奪われた、1人の男。何気ない生活と家族の場所を取り戻す為、非情なビジネスに加担した男を待つ、壮絶な運命とは？©2014 99Homes Productions LLC All Rights Reserved,サスペンス
